location,date,vaccine,total_vaccinations
European Union,2021-02-13,Oxford/AstraZeneca,283329
European Union,2021-02-13,Pfizer/BioNTech,21176970
European Union,2021-02-13,Sinopharm/Beijing,4
European Union,2021-02-13,Sinovac,0
European Union,2021-02-13,Sputnik V,2385
European Union,2021-02-14,Johnson&Johnson,122
European Union,2021-02-14,Moderna,644035
European Union,2021-02-14,Oxford/AstraZeneca,298932
European Union,2021-02-14,Pfizer/BioNTech,21293608
European Union,2021-02-14,Sinopharm/Beijing,5
European Union,2021-02-14,Sinovac,0
European Union,2021-02-14,Sputnik V,2385
European Union,2021-02-15,Johnson&Johnson,133
European Union,2021-02-15,Moderna,664728
European Union,2021-02-15,Oxford/AstraZeneca,340024
European Union,2021-02-15,Pfizer/BioNTech,21588632
European Union,2021-02-15,Sinopharm/Beijing,6
European Union,2021-02-15,Sinovac,0
European Union,2021-02-15,Sputnik V,2385
European Union,2021-02-16,Johnson&Johnson,134
European Union,2021-02-16,Moderna,692473
European Union,2021-02-16,Oxford/AstraZeneca,390666
European Union,2021-02-16,Pfizer/BioNTech,21924247
European Union,2021-02-16,Sinopharm/Beijing,6
European Union,2021-02-16,Sinovac,0
European Union,2021-02-16,Sputnik V,2385
European Union,2021-02-17,Johnson&Johnson,137
European Union,2021-02-17,Moderna,725260
European Union,2021-02-17,Oxford/AstraZeneca,448605
European Union,2021-02-17,Pfizer/BioNTech,22282402
European Union,2021-02-17,Sinopharm/Beijing,6
European Union,2021-02-17,Sinovac,0
European Union,2021-02-17,Sputnik V,2385
European Union,2021-02-18,Johnson&Johnson,142
European Union,2021-02-18,Moderna,756219
European Union,2021-02-18,Oxford/AstraZeneca,517125
European Union,2021-02-18,Pfizer/BioNTech,22667809
European Union,2021-02-18,Sinopharm/Beijing,6
European Union,2021-02-18,Sinovac,0
European Union,2021-02-18,Sputnik V,2385
European Union,2021-02-19,Johnson&Johnson,150
European Union,2021-02-19,Moderna,969466
European Union,2021-02-19,Oxford/AstraZeneca,1146359
European Union,2021-02-19,Pfizer/BioNTech,24866394
European Union,2021-02-19,Sinopharm/Beijing,6
European Union,2021-02-19,Sinovac,0
European Union,2021-02-19,Sputnik V,18484
European Union,2021-02-20,Johnson&Johnson,155
European Union,2021-02-20,Moderna,984088
European Union,2021-02-20,Oxford/AstraZeneca,1200834
European Union,2021-02-20,Pfizer/BioNTech,25072042
European Union,2021-02-20,Sinopharm/Beijing,6
European Union,2021-02-20,Sinovac,0
European Union,2021-02-20,Sputnik V,18484
European Union,2021-02-21,Johnson&Johnson,157
European Union,2021-02-21,Moderna,993764
European Union,2021-02-21,Oxford/AstraZeneca,1237309
European Union,2021-02-21,Pfizer/BioNTech,25203596
European Union,2021-02-21,Sinopharm/Beijing,6
European Union,2021-02-21,Sinovac,1
European Union,2021-02-21,Sputnik V,18484
European Union,2021-02-22,Johnson&Johnson,158
European Union,2021-02-22,Moderna,1017721
European Union,2021-02-22,Oxford/AstraZeneca,1306755
European Union,2021-02-22,Pfizer/BioNTech,25531012
European Union,2021-02-22,Sinopharm/Beijing,7
European Union,2021-02-22,Sinovac,1
European Union,2021-02-22,Sputnik V,18484
European Union,2021-02-23,Johnson&Johnson,159
European Union,2021-02-23,Moderna,1040195
European Union,2021-02-23,Oxford/AstraZeneca,1386340
European Union,2021-02-23,Pfizer/BioNTech,25895595
European Union,2021-02-23,Sinopharm/Beijing,7
European Union,2021-02-23,Sinovac,1
European Union,2021-02-23,Sputnik V,18484
European Union,2021-02-24,Johnson&Johnson,160
European Union,2021-02-24,Moderna,1064243
European Union,2021-02-24,Oxford/AstraZeneca,1482074
European Union,2021-02-24,Pfizer/BioNTech,26268492
European Union,2021-02-24,Sinopharm/Beijing,7
European Union,2021-02-24,Sinovac,1
European Union,2021-02-24,Sputnik V,18484
European Union,2021-02-25,Johnson&Johnson,160
European Union,2021-02-25,Moderna,1087638
European Union,2021-02-25,Oxford/AstraZeneca,1628710
European Union,2021-02-25,Pfizer/BioNTech,26657159
European Union,2021-02-25,Sinopharm/Beijing,7
European Union,2021-02-25,Sinovac,1
European Union,2021-02-25,Sputnik V,18484
European Union,2021-02-26,Johnson&Johnson,172
European Union,2021-02-26,Moderna,1259670
European Union,2021-02-26,Oxford/AstraZeneca,2848604
European Union,2021-02-26,Pfizer/BioNTech,28977943
European Union,2021-02-26,Sinopharm/Beijing,162084
European Union,2021-02-26,Sinovac,1
European Union,2021-02-26,Sputnik V,19321
European Union,2021-02-27,Johnson&Johnson,173
European Union,2021-02-27,Moderna,1273995
European Union,2021-02-27,Oxford/AstraZeneca,2990346
European Union,2021-02-27,Pfizer/BioNTech,29190759
European Union,2021-02-27,Sinopharm/Beijing,162084
European Union,2021-02-27,Sinovac,1
European Union,2021-02-27,Sputnik V,19321
European Union,2021-02-28,Johnson&Johnson,175
European Union,2021-02-28,Moderna,1281086
European Union,2021-02-28,Oxford/AstraZeneca,3066094
European Union,2021-02-28,Pfizer/BioNTech,29314518
European Union,2021-02-28,Sinopharm/Beijing,162084
European Union,2021-02-28,Sinovac,1
European Union,2021-02-28,Sputnik V,19321
European Union,2021-03-01,Johnson&Johnson,176
European Union,2021-03-01,Moderna,1308731
European Union,2021-03-01,Oxford/AstraZeneca,3200010
European Union,2021-03-01,Pfizer/BioNTech,29663279
European Union,2021-03-01,Sinopharm/Beijing,162084
European Union,2021-03-01,Sinovac,1
European Union,2021-03-01,Sputnik V,19321
European Union,2021-03-02,Johnson&Johnson,176
European Union,2021-03-02,Moderna,1340143
European Union,2021-03-02,Oxford/AstraZeneca,3384459
European Union,2021-03-02,Pfizer/BioNTech,30068214
European Union,2021-03-02,Sinopharm/Beijing,162084
European Union,2021-03-02,Sinovac,1
European Union,2021-03-02,Sputnik V,19321
European Union,2021-03-03,Johnson&Johnson,176
European Union,2021-03-03,Moderna,1381143
European Union,2021-03-03,Oxford/AstraZeneca,3587392
European Union,2021-03-03,Pfizer/BioNTech,30520253
European Union,2021-03-03,Sinopharm/Beijing,162084
European Union,2021-03-03,Sinovac,1
European Union,2021-03-03,Sputnik V,19321
European Union,2021-03-04,Johnson&Johnson,176
European Union,2021-03-04,Moderna,1431186
European Union,2021-03-04,Oxford/AstraZeneca,3842254
European Union,2021-03-04,Pfizer/BioNTech,30979492
European Union,2021-03-04,Sinopharm/Beijing,162084
European Union,2021-03-04,Sinovac,1
European Union,2021-03-04,Sputnik V,19321
European Union,2021-03-05,Johnson&Johnson,226
European Union,2021-03-05,Moderna,1773175
European Union,2021-03-05,Oxford/AstraZeneca,5258610
European Union,2021-03-05,Pfizer/BioNTech,33488431
European Union,2021-03-05,Sinopharm/Beijing,368599
European Union,2021-03-05,Sinovac,1
European Union,2021-03-05,Sputnik V,22756
European Union,2021-03-06,Johnson&Johnson,233
European Union,2021-03-06,Moderna,1811646
European Union,2021-03-06,Oxford/AstraZeneca,5540322
European Union,2021-03-06,Pfizer/BioNTech,33837471
European Union,2021-03-06,Sinopharm/Beijing,368599
European Union,2021-03-06,Sinovac,1
European Union,2021-03-06,Sputnik V,22756
European Union,2021-03-07,Johnson&Johnson,237
European Union,2021-03-07,Moderna,1838019
European Union,2021-03-07,Oxford/AstraZeneca,5704179
European Union,2021-03-07,Pfizer/BioNTech,34082396
European Union,2021-03-07,Sinopharm/Beijing,368599
European Union,2021-03-07,Sinovac,1
European Union,2021-03-07,Sputnik V,22756
European Union,2021-03-08,Johnson&Johnson,247
European Union,2021-03-08,Moderna,1881831
European Union,2021-03-08,Oxford/AstraZeneca,5916063
European Union,2021-03-08,Pfizer/BioNTech,34484367
European Union,2021-03-08,Sinopharm/Beijing,368599
European Union,2021-03-08,Sinovac,1
European Union,2021-03-08,Sputnik V,22756
European Union,2021-03-09,Johnson&Johnson,248
European Union,2021-03-09,Moderna,1933988
European Union,2021-03-09,Oxford/AstraZeneca,6178560
European Union,2021-03-09,Pfizer/BioNTech,34940640
European Union,2021-03-09,Sinopharm/Beijing,368599
European Union,2021-03-09,Sinovac,1
European Union,2021-03-09,Sputnik V,22756
European Union,2021-03-10,Johnson&Johnson,250
European Union,2021-03-10,Moderna,1982938
European Union,2021-03-10,Oxford/AstraZeneca,6464334
European Union,2021-03-10,Pfizer/BioNTech,35449753
European Union,2021-03-10,Sinopharm/Beijing,368599
European Union,2021-03-10,Sinovac,1
European Union,2021-03-10,Sputnik V,22756
European Union,2021-03-11,Johnson&Johnson,256
European Union,2021-03-11,Moderna,2035509
European Union,2021-03-11,Oxford/AstraZeneca,6808681
European Union,2021-03-11,Pfizer/BioNTech,35974024
European Union,2021-03-11,Sinopharm/Beijing,368599
European Union,2021-03-11,Sinovac,1
European Union,2021-03-11,Sputnik V,22756
European Union,2021-03-12,Johnson&Johnson,356
European Union,2021-03-12,Moderna,2335256
European Union,2021-03-12,Oxford/AstraZeneca,8528686
European Union,2021-03-12,Pfizer/BioNTech,38573151
European Union,2021-03-12,Sinopharm/Beijing,492390
European Union,2021-03-12,Sinovac,1
European Union,2021-03-12,Sputnik V,54724
European Union,2021-03-13,Johnson&Johnson,361
European Union,2021-03-13,Moderna,2373509
European Union,2021-03-13,Oxford/AstraZeneca,8853135
European Union,2021-03-13,Pfizer/BioNTech,38943367
European Union,2021-03-13,Sinopharm/Beijing,492390
European Union,2021-03-13,Sinovac,1
European Union,2021-03-13,Sputnik V,54724
European Union,2021-03-14,Johnson&Johnson,366
European Union,2021-03-14,Moderna,2395177
European Union,2021-03-14,Oxford/AstraZeneca,8991016
European Union,2021-03-14,Pfizer/BioNTech,39182795
European Union,2021-03-14,Sinopharm/Beijing,492390
European Union,2021-03-14,Sinovac,2
European Union,2021-03-14,Sputnik V,54724
European Union,2021-03-15,Johnson&Johnson,373
European Union,2021-03-15,Moderna,2446699
European Union,2021-03-15,Oxford/AstraZeneca,9196452
European Union,2021-03-15,Pfizer/BioNTech,39631486
European Union,2021-03-15,Sinopharm/Beijing,492391
European Union,2021-03-15,Sinovac,2
European Union,2021-03-15,Sputnik V,54724
European Union,2021-03-16,Johnson&Johnson,389
European Union,2021-03-16,Moderna,2512894
European Union,2021-03-16,Oxford/AstraZeneca,9214807
European Union,2021-03-16,Pfizer/BioNTech,40157361
European Union,2021-03-16,Sinopharm/Beijing,492391
European Union,2021-03-16,Sinovac,2
European Union,2021-03-16,Sputnik V,54724
European Union,2021-03-17,Johnson&Johnson,406
European Union,2021-03-17,Moderna,2583758
European Union,2021-03-17,Oxford/AstraZeneca,9232020
European Union,2021-03-17,Pfizer/BioNTech,40732404
European Union,2021-03-17,Sinopharm/Beijing,492391
European Union,2021-03-17,Sinovac,2
European Union,2021-03-17,Sputnik V,54724
European Union,2021-03-18,Johnson&Johnson,423
European Union,2021-03-18,Moderna,2657061
European Union,2021-03-18,Oxford/AstraZeneca,9251069
European Union,2021-03-18,Pfizer/BioNTech,41312541
European Union,2021-03-18,Sinopharm/Beijing,492392
European Union,2021-03-18,Sinovac,2
European Union,2021-03-18,Sputnik V,54724
European Union,2021-03-19,Johnson&Johnson,546
European Union,2021-03-19,Moderna,3059755
European Union,2021-03-19,Oxford/AstraZeneca,10003107
European Union,2021-03-19,Pfizer/BioNTech,44165393
European Union,2021-03-19,Sinopharm/Beijing,505071
European Union,2021-03-19,Sinovac,2
European Union,2021-03-19,Sputnik V,143314
European Union,2021-03-20,Johnson&Johnson,556
European Union,2021-03-20,Moderna,3120463
European Union,2021-03-20,Oxford/AstraZeneca,10200235
European Union,2021-03-20,Pfizer/BioNTech,44551170
European Union,2021-03-20,Sinopharm/Beijing,505071
European Union,2021-03-20,Sinovac,2
European Union,2021-03-20,Sputnik V,143314
European Union,2021-03-21,Johnson&Johnson,562
European Union,2021-03-21,Moderna,3161804
European Union,2021-03-21,Oxford/AstraZeneca,10312354
European Union,2021-03-21,Pfizer/BioNTech,44799011
European Union,2021-03-21,Sinopharm/Beijing,505072
European Union,2021-03-21,Sinovac,2
European Union,2021-03-21,Sputnik V,143314
European Union,2021-03-22,Johnson&Johnson,566
European Union,2021-03-22,Moderna,3227505
European Union,2021-03-22,Oxford/AstraZeneca,10516310
European Union,2021-03-22,Pfizer/BioNTech,45286503
European Union,2021-03-22,Sinopharm/Beijing,505072
European Union,2021-03-22,Sinovac,2
European Union,2021-03-22,Sputnik V,143314
European Union,2021-03-23,Johnson&Johnson,577
European Union,2021-03-23,Moderna,3297194
European Union,2021-03-23,Oxford/AstraZeneca,10801569
European Union,2021-03-23,Pfizer/BioNTech,45855908
European Union,2021-03-23,Sinopharm/Beijing,505072
European Union,2021-03-23,Sinovac,2
European Union,2021-03-23,Sputnik V,143314
European Union,2021-03-24,Johnson&Johnson,582
European Union,2021-03-24,Moderna,3384885
European Union,2021-03-24,Oxford/AstraZeneca,11096548
European Union,2021-03-24,Pfizer/BioNTech,46479760
European Union,2021-03-24,Sinopharm/Beijing,505072
European Union,2021-03-24,Sinovac,2
European Union,2021-03-24,Sputnik V,143314
European Union,2021-03-25,Johnson&Johnson,585
European Union,2021-03-25,Moderna,3472649
European Union,2021-03-25,Oxford/AstraZeneca,11467860
European Union,2021-03-25,Pfizer/BioNTech,47120544
European Union,2021-03-25,Sinopharm/Beijing,505072
European Union,2021-03-25,Sinovac,2
European Union,2021-03-25,Sputnik V,143314
European Union,2021-03-26,Johnson&Johnson,718
European Union,2021-03-26,Moderna,3969624
European Union,2021-03-26,Oxford/AstraZeneca,13327018
European Union,2021-03-26,Pfizer/BioNTech,50445685
European Union,2021-03-26,Sinopharm/Beijing,687333
European Union,2021-03-26,Sinovac,2
European Union,2021-03-26,Sputnik V,233879
European Union,2021-03-27,Johnson&Johnson,726
European Union,2021-03-27,Moderna,4050014
European Union,2021-03-27,Oxford/AstraZeneca,13577500
European Union,2021-03-27,Pfizer/BioNTech,50922012
European Union,2021-03-27,Sinopharm/Beijing,687333
European Union,2021-03-27,Sinovac,2
European Union,2021-03-27,Sputnik V,233879
European Union,2021-03-28,Johnson&Johnson,728
European Union,2021-03-28,Moderna,4102463
European Union,2021-03-28,Oxford/AstraZeneca,13710656
European Union,2021-03-28,Pfizer/BioNTech,51224092
European Union,2021-03-28,Sinopharm/Beijing,687333
European Union,2021-03-28,Sinovac,2
European Union,2021-03-28,Sputnik V,233879
European Union,2021-03-29,Johnson&Johnson,732
European Union,2021-03-29,Moderna,4186211
European Union,2021-03-29,Oxford/AstraZeneca,13942977
European Union,2021-03-29,Pfizer/BioNTech,51809927
European Union,2021-03-29,Sinopharm/Beijing,687334
European Union,2021-03-29,Sinovac,2
European Union,2021-03-29,Sputnik V,233879
European Union,2021-03-30,Johnson&Johnson,740
European Union,2021-03-30,Moderna,4285135
European Union,2021-03-30,Oxford/AstraZeneca,14213256
European Union,2021-03-30,Pfizer/BioNTech,52511995
European Union,2021-03-30,Sinopharm/Beijing,687335
European Union,2021-03-30,Sinovac,2
European Union,2021-03-30,Sputnik V,233879
European Union,2021-03-31,Johnson&Johnson,766
European Union,2021-03-31,Moderna,4395962
European Union,2021-03-31,Oxford/AstraZeneca,14416418
European Union,2021-03-31,Pfizer/BioNTech,53292563
European Union,2021-03-31,Sinopharm/Beijing,687335
European Union,2021-03-31,Sinovac,2
European Union,2021-03-31,Sputnik V,233879
European Union,2021-04-01,Johnson&Johnson,784
European Union,2021-04-01,Moderna,4513335
European Union,2021-04-01,Oxford/AstraZeneca,14626988
European Union,2021-04-01,Pfizer/BioNTech,54103021
European Union,2021-04-01,Sinopharm/Beijing,687335
European Union,2021-04-01,Sinovac,2
European Union,2021-04-01,Sputnik V,233879
European Union,2021-04-02,Johnson&Johnson,996
European Union,2021-04-02,Moderna,5113987
European Union,2021-04-02,Oxford/AstraZeneca,16219190
European Union,2021-04-02,Pfizer/BioNTech,57645488
European Union,2021-04-02,Sinopharm/Beijing,885920
European Union,2021-04-02,Sinovac,2
European Union,2021-04-02,Sputnik V,388391
European Union,2021-04-03,Johnson&Johnson,1003
European Union,2021-04-03,Moderna,5193492
European Union,2021-04-03,Oxford/AstraZeneca,16353770
European Union,2021-04-03,Pfizer/BioNTech,58170485
European Union,2021-04-03,Sinopharm/Beijing,885920
European Union,2021-04-03,Sinovac,3
European Union,2021-04-03,Sputnik V,388391
European Union,2021-04-04,Johnson&Johnson,1007
European Union,2021-04-04,Moderna,5231454
European Union,2021-04-04,Oxford/AstraZeneca,16452344
European Union,2021-04-04,Pfizer/BioNTech,58449357
European Union,2021-04-04,Sinopharm/Beijing,885920
European Union,2021-04-04,Sinovac,3
European Union,2021-04-04,Sputnik V,388391
European Union,2021-04-05,Johnson&Johnson,1020
European Union,2021-04-05,Moderna,5288297
European Union,2021-04-05,Oxford/AstraZeneca,16588028
European Union,2021-04-05,Pfizer/BioNTech,58812541
European Union,2021-04-05,Sinopharm/Beijing,885920
European Union,2021-04-05,Sinovac,3
European Union,2021-04-05,Sputnik V,388391
European Union,2021-04-06,Johnson&Johnson,1083
European Union,2021-04-06,Moderna,5410335
European Union,2021-04-06,Oxford/AstraZeneca,16800228
European Union,2021-04-06,Pfizer/BioNTech,59569473
European Union,2021-04-06,Sinopharm/Beijing,885920
European Union,2021-04-06,Sinovac,3
European Union,2021-04-06,Sputnik V,388391
European Union,2021-04-07,Johnson&Johnson,1106
European Union,2021-04-07,Moderna,5531477
European Union,2021-04-07,Oxford/AstraZeneca,17022374
European Union,2021-04-07,Pfizer/BioNTech,60715328
European Union,2021-04-07,Sinopharm/Beijing,885920
European Union,2021-04-07,Sinovac,3
European Union,2021-04-07,Sputnik V,388391
European Union,2021-04-08,Johnson&Johnson,1132
European Union,2021-04-08,Moderna,5660840
European Union,2021-04-08,Oxford/AstraZeneca,17270009
European Union,2021-04-08,Pfizer/BioNTech,61970338
European Union,2021-04-08,Sinopharm/Beijing,885920
European Union,2021-04-08,Sinovac,3
European Union,2021-04-08,Sputnik V,388391
European Union,2021-04-09,Johnson&Johnson,1542
European Union,2021-04-09,Moderna,6290775
European Union,2021-04-09,Oxford/AstraZeneca,19655154
European Union,2021-04-09,Pfizer/BioNTech,67119653
European Union,2021-04-09,Sinopharm/Beijing,1013018
European Union,2021-04-09,Sinovac,3
European Union,2021-04-09,Sputnik V,676266
European Union,2021-04-10,Johnson&Johnson,1565
European Union,2021-04-10,Moderna,6393226
European Union,2021-04-10,Oxford/AstraZeneca,19901398
European Union,2021-04-10,Pfizer/BioNTech,67855103
European Union,2021-04-10,Sinopharm/Beijing,1013018
European Union,2021-04-10,Sinovac,3
European Union,2021-04-10,Sputnik V,676266
European Union,2021-04-11,Johnson&Johnson,1580
European Union,2021-04-11,Moderna,6450778
European Union,2021-04-11,Oxford/AstraZeneca,20023962
European Union,2021-04-11,Pfizer/BioNTech,68308914
European Union,2021-04-11,Sinopharm/Beijing,1013019
European Union,2021-04-11,Sinovac,3
European Union,2021-04-11,Sputnik V,676266
European Union,2021-04-12,Johnson&Johnson,1599
European Union,2021-04-12,Moderna,6550939
European Union,2021-04-12,Oxford/AstraZeneca,20283732
European Union,2021-04-12,Pfizer/BioNTech,69116590
European Union,2021-04-12,Sinopharm/Beijing,1013019
European Union,2021-04-12,Sinovac,4
European Union,2021-04-12,Sputnik V,676266
European Union,2021-04-13,Johnson&Johnson,1605
European Union,2021-04-13,Moderna,6662595
European Union,2021-04-13,Oxford/AstraZeneca,20604605
European Union,2021-04-13,Pfizer/BioNTech,70148195
European Union,2021-04-13,Sinopharm/Beijing,1013019
European Union,2021-04-13,Sinovac,4
European Union,2021-04-13,Sputnik V,676266
European Union,2021-04-14,Johnson&Johnson,1607
European Union,2021-04-14,Moderna,6779046
European Union,2021-04-14,Oxford/AstraZeneca,20921021
European Union,2021-04-14,Pfizer/BioNTech,71399803
European Union,2021-04-14,Sinopharm/Beijing,1013019
European Union,2021-04-14,Sinovac,4
European Union,2021-04-14,Sputnik V,676266
European Union,2021-04-15,Johnson&Johnson,1608
European Union,2021-04-15,Moderna,6903750
European Union,2021-04-15,Oxford/AstraZeneca,21235946
European Union,2021-04-15,Pfizer/BioNTech,72638520
European Union,2021-04-15,Sinopharm/Beijing,1013019
European Union,2021-04-15,Sinovac,4
European Union,2021-04-15,Sputnik V,676266
European Union,2021-04-16,Johnson&Johnson,27257
European Union,2021-04-16,Moderna,7622849
European Union,2021-04-16,Oxford/AstraZeneca,23567201
European Union,2021-04-16,Pfizer/BioNTech,78439108
European Union,2021-04-16,Sinopharm/Beijing,1030364
European Union,2021-04-16,Sinovac,4
European Union,2021-04-16,Sputnik V,924750
European Union,2021-04-17,Johnson&Johnson,27257
European Union,2021-04-17,Moderna,7715874
European Union,2021-04-17,Oxford/AstraZeneca,23864118
European Union,2021-04-17,Pfizer/BioNTech,79168045
European Union,2021-04-17,Sinopharm/Beijing,1030364
European Union,2021-04-17,Sinovac,4
European Union,2021-04-17,Sputnik V,924750
European Union,2021-04-18,Johnson&Johnson,27259
European Union,2021-04-18,Moderna,7774738
European Union,2021-04-18,Oxford/AstraZeneca,24038137
European Union,2021-04-18,Pfizer/BioNTech,79625197
European Union,2021-04-18,Sinopharm/Beijing,1030365
European Union,2021-04-18,Sinovac,5
European Union,2021-04-18,Sputnik V,924750
European Union,2021-04-19,Johnson&Johnson,27262
